Name,Color,Mana Value,CMC,Rarity,Edition (name),Card Type,Power,Toughness,Card Text,Acquired Price,Card Rulings,CardMarket ID,Collector's number,Condition,Creation Date,Currency,Delver Local ID,Edition,Edition (CODE),Edition (code),Edition CODE,Edition [CODE],Edition [code],Edition code,Edition code MTGO,Foil,Foil quantity,Foil/Etched,Frame Type,In DECKs (being used),In LISTs (owned),Is Commander?,Language,List name,Loyalty,MultiverseID,Non-foil quantity,Price,Price (total),Quantity,QuantityX,Reserved List,Scryfall ID,TCGPlayer productID,Tag,Zeros,Artists
"Nantuko Shaman","Green","{2}{G}","3","C","(Iconic Masters)","Creature — Insect Shaman","3","2","""When Nantuko Shaman enters the battlefield, if you control no tapped lands, draw a card.
Suspend 1—{2}{G}{G} (Rather than cast this card from your hand, you may pay {2}{G}{G} and exile it with a time counter on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)""","0","""• A creature cast using suspend will enter the battlefield with haste. It will have haste until another player gains control of it. (In some rare cases, another player may gain control of the creature spell itself. If this happens, the creature won’t enter the battlefield with haste.)
• Suspend is a keyword that represents three abilities. The first is a static ability that allows you to exile the card from your hand with the specified number of time counters (the number before the dash) on it by paying its suspend cost (listed after the dash). The second is a triggered ability that removes a time counter from the suspended card at the beginning of each of your upkeeps. The third is a triggered ability that causes you to cast the card when the last time counter is removed. If you cast a creature spell this way, it gains haste until you lose control of that creature (or, in rare cases, you lose control of the creature spell while it’s on the stack).
• You can exile a card in your hand using suspend any time you could cast that card. Consider its card type, any effects that modify when you could cast it (such as flash) and any other effects that stop you from casting it (such as from Meddling Mage’s ability) to determine if and when you can do this. Whether you could actually complete all steps in casting the card is irrelevant. For example, you can exile a card with suspend that has no mana cost or that requires a target even if no legal targets are available at that time.
• Cards exiled with suspend are exiled face up.
• Exiling a card with suspend isn’t casting that card. This action doesn’t use the stack and can’t be responded to.
• If the spell requires any targets, those targets are chosen when the spell is finally cast, not when it’s exiled.
• If an effect refers to a “suspended card,” that means a card that (1) has suspend, (2) is in exile, and (3) has one or more time counters on it.
• If the first triggered ability of suspend (the one that removes time counters) is countered, no time counter is removed. The ability will trigger again at the beginning of the card’s owner’s next upkeep.
• When the last time counter is removed, the second triggered ability of suspend (the one that lets you cast the card) triggers. It doesn’t matter why the last time counter was removed or what effect removed it.
• If the second triggered ability is countered, the card can’t be cast. It remains exiled with no time counters on it, and it’s no longer suspended.
• As the second triggered ability resolves, you must cast the card if able. You must do so even if it requires targets and the only legal targets are ones that you really don’t want to target. Timing permissions based on the card’s type are ignored.
• If you can’t cast the card, perhaps because there are no legal targets available, it remains exiled with no time counters on it, and it’s no longer suspended.
• If you cast a card “without paying its mana cost,” such as with suspend, you can’t choose to cast it for any alternative costs. You can, however, pay additional costs. If the card has any mandatory additional costs, you must pay those if you want to cast the card.
• You are never forced to activate mana abilities to pay costs, so if there is a mandatory additional mana cost (such as from Thalia, Guardian of Thraben), you can decline to activate mana abilities to pay for it and hence fail to cast the suspended card, leaving it in exile.
• If the card has {X} in its mana cost, you must choose 0 as the value of X when casting it without paying its mana cost.
• The mana value of a spell cast without paying its mana cost is determined by its mana cost, even though that cost wasn’t paid.
• If you control any tapped lands immediately after Nantuko Shaman enters the battlefield, its ability doesn’t trigger at all. If you control any tapped lands as the ability resolves, you don’t draw a card. Your lands could become tapped and then untapped again in between, however.""","301640","176","","2023-Feb-13_06:09:22","USD","3745","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438742","11","$0.20","$2.20","11","11x","","1bdfbff4-32fb-4228-a5ec-4bdeb8bb8e70","145522","","0","Daren Bader"
"Nature's Claim","Green","{G}","1","C","(Iconic Masters)","Instant","0","0","""Destroy target artifact or enchantment. Its controller gains 4 life.""","0","""• If the target artifact or enchantment is an illegal target by the time Nature’s Claim tries to resolve, the spell doesn’t resolve. No player gains 4 life. If the target is legal but not destroyed (most likely because it has indestructible), its controller does gain 4 life.""","301641","177","","2023-Feb-13_06:09:55","USD","3746","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438743","13","$1.15","$14.95","13","13x","","d24b6640-ef2f-4c92-beb3-afdf78f9c2d5","145523","","0","Raoul Vitale"
"Netcaster Spider","Green","{2}{G}","3","C","(Iconic Masters)","Creature — Spider","2","3","""Reach (This creature can block creatures with flying.)
Whenever Netcaster Spider blocks a creature with flying, Netcaster Spider gets +2/+0 until end of turn.""","0","""""","301642","178","","2023-Feb-13_06:11:06","USD","3747","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438744","10","$0.21","$2.10","10","10x","","d2bc55d3-dd1c-40da-9197-76cb1b5d29c2","145524","","0","Yohann Schepacz"
"Ojutai's Breath","Blue","{2}{U}","3","C","(Iconic Masters)","Instant","0","0","""Tap target creature. It doesn't untap during its controller's next untap step.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)""","0","""• Ojutai’s Breath can target a creature that’s already tapped. It still won’t untap during its controller’s next untap step.
• If a spell with rebound that you cast from your hand doesn’t resolve for any reason (either because another spell or ability counters it or because all its targets are illegal as it tries to resolve), none of its effects will happen, including rebound. The spell will be put into its owner’s graveyard and you won’t get to cast it again on your next turn.
• At the beginning of your upkeep, all delayed triggered abilities created by rebound effects trigger. You may handle them in any order. If you want to cast a card this way, you do so as part of the resolution of its delayed triggered ability. Timing restrictions based on the card’s type (if it’s a sorcery) are ignored. Other restrictions, such as “Cast [this spell] only during combat,” must be followed.
• As long as you cast a spell with rebound from your hand, rebound will work regardless of whether you paid its mana cost or an alternative cost you were permitted to pay.
• Casting the card again due to the delayed triggered ability is optional. If you choose not to cast the card, or if you can’t (perhaps because there are no legal targets available), the card will stay exiled. You won’t get another chance to cast it on a future turn.
• If a replacement effect (such as the one created by Rest in Peace) would cause a spell with rebound that you cast from your hand to be put somewhere other than into your graveyard as it resolves, you can choose whether to apply the rebound effect or the other effect as the spell resolves.
• Rebound will have no effect on copies of spells because you don’t cast them from your hand.
• If you cast a card from exile this way, it will go to its owner’s graveyard when it resolves, fails to resolve, or is countered. It won’t go back to exile.
• If you cast a spell with rebound from any zone other than your hand (including your opponent’s hand), rebound will have no effect.""","301583","68","","2023-Feb-13_05:36:27","USD","3694","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438634","12","$0.20","$2.40","12","12x","","428c4985-95de-4703-9cda-7762d7fee04f","145423","","0","Kev Walker"
"Pentarch Ward","White","{2}{W}","3","C","(Iconic Masters)","Enchantment — Aura","0","0","""Enchant creature
As Pentarch Ward enters the battlefield, choose a color.
When Pentarch Ward enters the battlefield, draw a card.
Enchanted creature has protection from the chosen color. This effect doesn't remove Pentarch Ward.""","0","""""","301569","27","","2023-Feb-13_05:20:23","USD","3676","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438593","12","$0.25","$3.00","12","12x","","c455d6d8-f116-46b5-9e6d-615b752b8455","145381","","0","Dany Orizio"
"Phantom Monster","Blue","{3}{U}","4","C","(Iconic Masters)","Creature — Illusion","3","3","""Flying""","0","""""","301448","69","","2023-Feb-13_05:37:05","USD","3695","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438635","15","$0.20","$3.00","15","15x","","b5cddd47-8c2b-47de-bf82-e810d4cf4df4","145303","","0","Richard Wright"
"Phantom Tiger","Green","{2}{G}","3","C","(Iconic Masters)","Creature — Cat Spirit","1","0","""Phantom Tiger enters the battlefield with two +1/+1 counters on it.
If damage would be dealt to Phantom Tiger, prevent that damage. Remove a +1/+1 counter from Phantom Tiger.""","0","""• The damage prevention ability works even if it has no counters, as long as some effect keeps its toughness above zero.
• If this card takes damage from multiple sources at once (for example if it is blocked by multiple creatures in combat), it only loses one counter.
• If unpreventable damage is applied to this card, you still remove a counter even though the prevention fails.
• Remove one counter each time it would be damaged. If it was going to take more than one point of damage, you prevent all the damage and still only remove one counter.""","301501","181","","2023-Feb-13_06:11:38","USD","3748","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438747","10","$0.24","$2.40","10","10x","","72f8a506-04e4-4f6f-9f81-f31db562f7c6","145299","","0","Seb McKinnon"
"Phyrexian Rager","Black","{2}{B}","3","C","(Iconic Masters)","Creature — Phyrexian Horror","2","2","""When Phyrexian Rager enters the battlefield, you draw a card and you lose 1 life.""","0","""""","301601","102","","2023-Feb-13_05:46:50","USD","3710","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438668","13","$0.21","$2.73","13","13x","","b8253166-0bf4-4d50-bea3-516a9f60b039","145479","","0","Stephan Martiniere"
"Pillar of Flame","Red","{R}","1","C","(Iconic Masters)","Sorcery","0","0","""Pillar of Flame deals 2 damage to any target. If a creature dealt damage this way would die this turn, exile it instead.""","0","""• A creature dealt damage by Pillar of Flame that dies this turn will be exiled even if it wasn’t the target of Pillar of Flame (because the damage was redirected somehow). If the target creature isn’t dealt damage (most likely because the damage was prevented), it won’t be exiled if it dies that turn.
• A creature dealt damage by Pillar of Flame will be exiled no matter why the creature would die that turn. It could have its toughness reduced to 0 or less or be destroyed by another spell or ability.""","301480","141","","2023-Feb-13_06:00:44","USD","3731","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438707","10","$0.24","$2.40","10","10x","","e16b001f-dffd-4e7c-a7ab-daa00221bfbf","145320","","0","Karl Kopinski"
"Prey's Vengeance","Green","{G}","1","C","(Iconic Masters)","Instant","0","0","""Target creature gets +2/+2 until end of turn.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)""","0","""• If a spell with rebound that you cast from your hand doesn’t resolve for any reason (due being countered by a spell like Cancel, or because all of its targets are illegal), rebound has no effect. The spell is simply put into your graveyard. You won’t get to cast it again next turn.
• If you cast a spell with rebound from anywhere other than your hand (such as from your graveyard due to Sins of the Past, from your library due to cascade, or from your opponent’s hand due to Sen Triplets), rebound won’t have any effect. If you do cast it from your hand, rebound will work regardless of whether you paid its mana cost (for example, if you cast it from your hand due to Maelstrom Archangel).
• If a replacement effect would cause a spell with rebound that you cast from your hand to be put somewhere else instead of your graveyard (such as Leyline of the Void might), you choose whether to apply the rebound effect or the other effect as the spell resolves.
• Rebound will have no effect on copies of spells because you don’t cast them from your hand.
• If you cast a spell with rebound from your hand and it resolves, it isn’t put into your graveyard. Rather, it’s exiled directly from the stack. Effects that care about cards being put into your graveyard won’t do anything.
• At the beginning of your upkeep, all delayed triggered abilities created by rebound effects trigger. You may handle them in any order. If you want to cast a card this way, you do so as part of the resolution of its delayed triggered ability. Timing restrictions based on the card’s type (if it’s a sorcery) are ignored. Other restrictions are not (such as the one from Rule of Law).
• If you are unable to cast a card from exile this way, or you choose not to, nothing happens when the delayed triggered ability resolves. The card remains exiled for the rest of the game, and you won’t get another chance to cast the card. The same is true if the ability is countered (due to Stifle, perhaps).
• If you cast a card from exile this way, it will go to your graveyard when it resolves, fails to resolve, or is countered. It won’t go back to exile.""","301643","182","","2023-Feb-13_06:12:30","USD","3749","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438748","16","$0.20","$3.20","16","16x","","66b7992e-494b-4b1b-bd5d-8f9bb19b275e","145525","","0","Jesper Ejsing"
"Radiant Fountain","Land","","0","C","(Iconic Masters)","Land","0","0","""When Radiant Fountain enters the battlefield, you gain 2 life.
{T}: Add {C}.""","0","""""","301668","244","","2023-Feb-13_06:20:30","USD","3764","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438810","4","$0.25","$1.00","4","4x","","ff618efc-ebea-476e-9c88-0383a5272aae","145391","","0","Adam Paquette"
"Rakdos Drake","Black","{2}{B}","3","C","(Iconic Masters)","Creature — Drake","1","2","""Flying
Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)""","0","""• You make the choice to have the creature with unleash enter the battlefield with a +1/+1 counter or not as it’s entering the battlefield. At that point, it’s too late for a player to respond to the creature spell by trying to counter it, for example.
• The unleash ability applies no matter where the creature is entering the battlefield from.
• A creature with unleash can’t block if it has any +1/+1 counter on it, not just one put on it by the unleash ability.
• Putting a +1/+1 counter on a creature with unleash that’s already blocking won’t remove it from combat. It will continue to block.""","301602","103","","2023-Feb-13_05:47:21","USD","3711","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438669","15","$0.20","$3.00","15","15x","","75f619f3-37aa-4f37-9df6-f455c0800f87","145483","","0","Karl Kopinski"
"Reave Soul","Black","{1}{B}","2","C","(Iconic Masters)","Sorcery","0","0","""Destroy target creature with power 3 or less.""","0","""""","301464","104","","2023-Feb-13_05:47:56","USD","3712","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438670","13","$0.20","$2.60","13","13x","","1018ae45-64b8-4e65-8949-586d62b97132","145311","","0","David Palumbo"
"Repeal","Blue","{X}{U}","1","C","(Iconic Masters)","Instant","0","0","""Return target nonland permanent with mana value X to its owner's hand.
Draw a card.""","0","""• If the target permanent is an illegal target by the time Repeal tries to resolve, the spell doesn’t resolve. You don’t draw a card.
• If a creature on the battlefield has {X} in its mana cost, X is considered to be 0.
• The mana value of a token that isn’t a copy of another object is 0. A token that is a copy of another object has the same mana cost as that object.""","301584","70","","2023-Feb-13_05:37:49","USD","3696","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438636","12","$0.25","$3.00","12","12x","","9c8ccab7-cc10-4fe8-a302-25d7518f4823","145425","","0","Dan Scott"
"Riverwheel Aerialists","Blue","{5}{U}","6","C","(Iconic Masters)","Creature — Djinn Monk","4","5","""Flying
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)""","0","""• Any spell you cast that doesn’t have the type creature will cause prowess to trigger. If a spell has multiple types, and one of those types is creature (such as an artifact creature), casting it won’t cause prowess to trigger. Playing a land also won’t cause prowess to trigger.
• Prowess goes on the stack on top of the spell that caused it to trigger. It will resolve before that spell.
• Once it triggers, prowess isn’t connected to the spell that caused it to trigger. If that spell is countered, prowess will still resolve.""","301449","71","","2023-Feb-13_05:38:20","USD","3697","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438637","9","$0.20","$1.80","9","9x","","2e1d59d6-7f53-4139-b2f2-3189f24bdc84","145427","","0","Jack Wang"
"Rotfeaster Maggot","Black","{4}{B}","5","C","(Iconic Masters)","Creature — Insect","3","5","""When Rotfeaster Maggot enters the battlefield, exile target creature card from a graveyard. You gain life equal to that card's toughness.""","0","""• Rotfeaster Maggot’s ability is mandatory. If you are the only player with creature cards in your graveyard, you must target one of them.""","301603","105","","2023-Feb-13_05:48:40","USD","3713","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438671","10","$0.20","$2.00","10","10x","","cf857631-8cd5-424f-b93e-d3e98a929988","145486","","0","Yeong-Hao Han"
"Runed Servitor","","{2}","2","C","(Iconic Masters)","Artifact Creature — Construct","2","2","""When Runed Servitor dies, each player draws a card.""","0","""""","301658","226","","2023-Feb-13_06:18:32","USD","3760","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438792","13","$0.20","$2.60","13","13x","","876340a5-2dbd-44e2-bfd6-720f53b7115d","145445","","0","Mike Bierek"
"Scion of Ugin","","{6}","6","C","(Iconic Masters)","Creature — Dragon Spirit","4","4","""Flying""","0","""• Scion of Ugin is colorless. It isn’t monocolored, nor is it an artifact.""","301653","1","","2023-Feb-13_06:19:06","USD","3761","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438567","15","$0.20","$3.00","15","15x","","2904aaaa-cd25-4c05-9d57-4c5a951ac6d9","145446","","0","Cliff Childs"
"Search for Tomorrow","Green","{2}{G}","3","C","(Iconic Masters)","Sorcery","0","0","""Search your library for a basic land card, put it onto the battlefield, then shuffle.
Suspend 2—{G} (Rather than cast this card from your hand, you may pay {G} and exile it with two time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)""","0","""• Suspend is a keyword that represents three abilities. The first is a static ability that allows you to exile the card from your hand with the specified number of time counters (the number before the dash) on it by paying its suspend cost (listed after the dash). The second is a triggered ability that removes a time counter from the suspended card at the beginning of each of your upkeeps. The third is a triggered ability that causes you to cast the card when the last time counter is removed. If you cast a creature spell this way, it gains haste until you lose control of that creature (or, in rare cases, you lose control of the creature spell while it's on the stack).
• You can exile a card in your hand using suspend any time you could cast that card. Consider its card type, any effects that modify when you could cast it (such as flash) and any other effects that stop you from casting it (such as from Meddling Mage's ability) to determine if and when you can do this. Whether you could actually complete all steps in casting the card is irrelevant. For example, you can exile a card with suspend that has no mana cost or that requires a target even if no legal targets are available at that time.
• Cards exiled with suspend are exiled face up.
• Exiling a card with suspend isn't casting that card. This action doesn't use the stack and can't be responded to.
• If the spell requires any targets, those targets are chosen when the spell is finally cast, not when it's exiled.
• If an effect refers to a “suspended card,” that means a card that (1) has suspend, (2) is in exile, and (3) has one or more time counters on it.
• If the first triggered ability of suspend (the one that removes time counters) is countered, no time counter is removed. The ability will trigger again at the beginning of the card's owner's next upkeep.
• When the last time counter is removed, the second triggered ability of suspend (the one that lets you cast the card) triggers. It doesn't matter why the last time counter was removed or what effect removed it.
• If the second triggered ability is countered, the card can't be cast. It remains exiled with no time counters on it, and it's no longer suspended.
• As the second triggered ability resolves, you must cast the card if able. You must do so even if it requires targets and the only legal targets are ones that you really don't want to target. Timing permissions based on the card's type are ignored.
• If you can't cast the card, perhaps because there are no legal targets available, it remains exiled with no time counters on it, and it's no longer suspended.
• If you cast a card “without paying its mana cost,” such as with suspend, you can't choose to cast it for any alternative costs. You can, however, pay additional costs. If the card has any mandatory additional costs, you must pay those if you want to cast the card.
• You are never forced to activate mana abilities to pay costs, so if there is a mandatory additional mana cost (such as from Thalia, Guardian of Thraben), you can decline to activate mana abilities to pay for it and hence fail to cast the suspended card, leaving it in exile.
• If the card has {X} in its mana cost, you must choose 0 as the value of X when casting it without paying its mana cost.
• The mana value of a spell cast without paying its mana cost is determined by its mana cost, even though that cost wasn't paid.""","301503","185","","2023-Feb-13_06:13:09","USD","3750","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438751","14","$0.42","$5.88","14","14x","","a1a950b3-5083-474a-8f56-fec7637cc402","145527","","0","Randy Gallegos"
"Seeker of the Way","White","{1}{W}","2","C","(Iconic Masters)","Creature — Human Warrior","2","2","""Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever you cast a noncreature spell, Seeker of the Way gains lifelink until end of turn.""","0","""• Multiple instances of lifelink on the same creature are redundant.
• Any spell you cast that doesn’t have the type creature will cause prowess to trigger. If a spell has multiple types, and one of those types is creature (such as an artifact creature), casting it won’t cause prowess to trigger. Playing a land also won’t cause prowess to trigger.
• Prowess goes on the stack on top of the spell that caused it to trigger. It will resolve before that spell.
• Once it triggers, prowess isn’t connected to the spell that caused it to trigger. If that spell is countered, prowess will still resolve.""","301422","29","","2023-Feb-13_05:20:56","USD","3677","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438595","13","$0.25","$3.25","13","13x","","52d7aafb-969f-4a39-9af3-125f7f5c99f3","145325","","0","Craig J Spearing"
"Serra Angel","White","{3}{W}{W}","5","U","(Iconic Masters)","Creature — Angel","4","4","""Flying, vigilance""","0","""""","301423","30","","2023-May-17_15:50:30","USD","5518","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438596","2","$0.25","$0.50","2","2x","","1bd88ba4-4b2a-479c-9ff8-e02092afe9de","145383","","0","Greg Staples"
"Shimmering Grotto","Land","","0","C","(Iconic Masters)","Land","0","0","""{T}: Add {C}.
{1}, {T}: Add one mana of any color.""","0","""""","301671","248","","2023-Feb-13_06:20:50","USD","3765","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438814","6","$0.25","$1.50","6","6x","","e03f2594-c6e8-4758-86b4-885d1dba3a91","145347","","0","Cliff Childs"
"Shriekgeist","Blue","{1}{U}","2","C","(Iconic Masters)","Creature — Spirit","1","1","""Flying
Whenever Shriekgeist deals combat damage to a player, that player mills two cards.""","0","""""","301585","72","","2023-Feb-13_05:38:57","USD","3698","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438638","11","$0.22","$2.42","11","11x","","424b08b1-d9a3-4f18-a5ef-0f46698ac7ed","145430","","0","Raymond Swanland"
"Splatter Thug","Red","{2}{R}","3","C","(Iconic Masters)","Creature — Human Warrior","2","2","""First strike
Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)""","0","""• You make the choice to have the creature with unleash enter the battlefield with a +1/+1 counter or not as it’s entering the battlefield. At that point, it’s too late for a player to respond to the creature spell by trying to counter it, for example.
• The unleash ability applies no matter where the creature is entering the battlefield from.
• A creature with unleash can’t block if it has any +1/+1 counter on it, not just one put on it by the unleash ability.
• Putting a +1/+1 counter on a creature with unleash that’s already blocking won’t remove it from combat. It will continue to block.""","301625","146","","2023-Feb-13_06:01:17","USD","3732","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438712","13","$0.20","$2.60","13","13x","","80656711-0e36-4bf6-9ba2-ef4fbdfa433a","145496","","0","Kev Walker"
"Stalwart Aven","White","{2}{W}","3","C","(Iconic Masters)","Creature — Bird Soldier","1","3","""Flying (This creature can't be blocked except by creatures with flying or reach.)
Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)""","0","""• Renown won’t trigger when a creature deals combat damage to a planeswalker or another creature. It also won’t trigger when a creature deals noncombat damage to a player.
• If a creature with renown deals combat damage to its controller because that damage was redirected, renown will trigger.
• If a renown ability triggers, but the creature leaves the battlefield before that ability resolves, the creature doesn’t become renowned. Any ability that triggers “whenever a creature becomes renowned” won’t trigger.""","301425","32","","2023-Feb-13_05:21:29","USD","3678","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438598","12","$0.20","$2.40","12","12x","","4248b993-87c6-42a8-b800-75d958805440","145385","","0","Scott Murphy"
"Star Compass","","{2}","2","C","(Iconic Masters)","Artifact","0","0","""Star Compass enters the battlefield tapped.
{T}: Add one mana of any color that a basic land you control could produce.""","0","""• If a basic land you control gains another basic land type or gains another ability that lets it produce mana, consider those effects when determining what colors of mana that land can produce.
• The colors of mana are white, blue, black, red, and green. Colorless is a type but not a color.""","301659","229","","2023-Feb-13_06:19:36","USD","3762","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438795","12","$0.99","$11.88","12","12x","","9c010712-7f42-4c55-9a63-aca2452aac05","145450","","0","Donato Giancola"
"Student of Ojutai","White","{3}{W}","4","C","(Iconic Masters)","Creature — Human Monk","2","4","""Whenever you cast a noncreature spell, you gain 2 life.""","0","""""","301426","33","","2023-Feb-13_05:21:59","USD","3679","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438599","13","$0.20","$2.60","13","13x","","df49884b-9e12-488c-8381-ec543349b97b","145388","","0","Jason A. Engle"
"Survival Cache","White","{2}{W}","3","C","(Iconic Masters)","Sorcery","0","0","""You gain 2 life. Then if you have more life than an opponent, draw a card.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)""","0","""• If a spell with rebound that you cast from your hand doesn’t resolve for any reason (due being countered by a spell like Cancel, or because all of its targets are illegal), rebound has no effect. The spell is simply put into your graveyard. You won’t get to cast it again next turn.
• If you cast a spell with rebound from anywhere other than your hand (such as from your graveyard due to Sins of the Past, from your library due to cascade, or from your opponent’s hand due to Sen Triplets), rebound won’t have any effect. If you do cast it from your hand, rebound will work regardless of whether you paid its mana cost (for example, if you cast it from your hand due to Maelstrom Archangel).
• If a replacement effect would cause a spell with rebound that you cast from your hand to be put somewhere else instead of your graveyard (such as Leyline of the Void might), you choose whether to apply the rebound effect or the other effect as the spell resolves.
• Rebound will have no effect on copies of spells because you don’t cast them from your hand.
• If you cast a spell with rebound from your hand and it resolves, it isn’t put into your graveyard. Rather, it’s exiled directly from the stack. Effects that care about cards being put into your graveyard won’t do anything.
• At the beginning of your upkeep, all delayed triggered abilities created by rebound effects trigger. You may handle them in any order. If you want to cast a card this way, you do so as part of the resolution of its delayed triggered ability. Timing restrictions based on the card’s type (if it’s a sorcery) are ignored. Other restrictions are not (such as the one from Rule of Law).
• If you are unable to cast a card from exile this way, or you choose not to, nothing happens when the delayed triggered ability resolves. The card remains exiled for the rest of the game, and you won’t get another chance to cast the card. The same is true if the ability is countered (due to Stifle, perhaps).
• If you cast a card from exile this way, it will go to your graveyard when it resolves, fails to resolve, or is countered. It won’t go back to exile.
• In a Two-Headed Giant game, anything that cares about your life total checks the life total of your team. For example, say that your team has 10 life and your opponent’s team has 11 life when you cast Survival Cache. You’ll gain 2 life, so your team’s life total becomes 12. Since your life total (12) is greater than an opponent’s life total (11), you’ll draw a card.""","301427","34","","2023-Feb-13_05:22:40","USD","3680","Iconic Masters","(IMA)","(ima)","IMA","[IMA]","[ima]","IMA","ima","","0","","Regular","Not Using","Have","","","Iconic masters 2/12/23","0","438600","16","$0.24","$3.84","16","16x","","2c7b8d1e-a144-432e-b3ac-63c37be55191","145390","","0","Scott Chou"
